l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,11.0,3.0,18.0,2.0,2.0
8.0,12.0,9.0,17.0,2.0,2.0
5.0,11.0,8.0,12.0,2.0,2.0
