ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.08158109452691199,0.0749268163312,0.08861939979596802,0.06293004659123201,0.08578682908,0.073228073785792,0.0790503223948,0.085634316204208,0.088642050762688,0.089208425678128,0.089208425678128
