ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.027085883751088,0.01349565307,0.012885265155328,0.020580954624448,0.003708633407488,0.004001086117888,0.004940294460208,0.006713861705008,0.003681100781872,0.012982172659648001
