ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.010323068250112,0.004866806940928,0.0213420155632,0.031251434849728,0.003703992597808,0.004116233269168,0.007370425373632,0.009510334303408,0.008955519139887999,0.009466766328112,0.0079054424908,0.007674298392832001,0.006212380664752,0.005110593320752,0.0096883436032,0.0037030644592,0.018607189778367998,0.003721319279152,0.0050279163520480005,0.0050883523072,0.0038646776135679997,0.008622874244032
