ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.07156895428484801,0.0692937163888,0.06338889438611199,0.09322950775595201,0.08217681425555201,0.090620179199152,0.095513832889792,0.095299564284592,0.095595548121088,0.09475124475212801
