ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.07286501996339201,0.079023706662832,0.07010665346679999,0.07180212463820801,0.08146354901099201,0.08390223299680001,0.07138073203,0.08418021686195198,0.086600520025648,0.086129194524928
