l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,8.0,7.0,9.0,15.0,15.0
7.0,8.0,8.0,10.0,15.0,15.0
7.0,8.0,8.0,10.0,15.0,15.0
