l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,11.0,6.0,18.0,1.0,1.0
1.0,11.0,2.0,18.0,1.0,1.0
6.0,11.0,8.0,17.0,1.0,1.0
