ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.078140750031808,0.07162157150468801,0.081786083528752,0.080088063404992,0.07271243527480001,0.08173518163,0.079225293182128,0.065797788940288,0.065797788940288,0.073311715966912,0.079905840713728,0.08003605507,0.081918185604352,0.073610267723008,0.073610267723008,0.07954177356620801,0.078180065860912,0.079364687828992,0.070916328947248,0.07449965423411199,0.081947977643968
