ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.0099393615088,0.028482201940911996,0.005059226300848,0.004894945459648,0.012439760756992001,0.005083027640368,0.005462642237488,0.014937617667327999,0.014937617667327999,0.0094833463408,0.040396075569088,0.007355731314688,0.004984722811312,0.009274797150208,0.009274797150208,0.005253854507008,0.0061567237708,0.006619867686448001,0.0152202188608,0.012491701209088001,0.008497682971072
