ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.063699023190832,0.072487207727152,0.054758038026687994,0.054758038026687994,0.072715217137072,0.075998818819888,0.058226747930799995,0.066560488427968,0.074361938704432,0.074361938704432,0.074374073322928,0.07395390269843201,0.076086202691248,0.074220566792128,0.068035518494512,0.068035518494512
