ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.140425988765488,0.136450454900272,0.146731219376128,0.14613967096619201,0.163719004346368,0.1465778352112,0.161052627208192,0.162741514838272,0.135667846572208,0.162085822631872,0.157359376595392,0.157357573519408,0.16513492604920002,0.162822481507888,0.165351664378672,0.165351664378672,0.16407789271475198,0.167533619307568,0.16764688202372802,0.1649880463948,0.16693025039180798
