l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,13.0,9.0,15.0,15.0,15.0
2.0,13.0,3.0,14.0,15.0,15.0
3.0,8.0,4.0,9.0,15.0,15.0
