ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.044940816138688,0.041622357787072004,0.075512646961072,0.013659871420672001,0.0050341776506080006,0.007945882708912,0.003832150305328,0.003832150305328,0.003782293600192
