ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.058184913990832005,0.0389628673612,0.075283492242688,0.074706602180272,0.069924594024448,0.080714877387712,0.08072396564920001,0.080733054222592,0.080686179662272
