ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.0756645933292,0.074593530595888,0.062300294677168,0.07549576963,0.066984874116352,0.08016728848,0.071124464619952,0.07681462159595201,0.08025465455684799,0.08025465455684799,0.080204045543728,0.07652498248499201,0.08160460985348801,0.07960702075000001,0.082012858896688,0.0801052427248
