ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.0402995673088,0.075901134625072,0.067839107309872,0.07240939875563199,0.069094448009152,0.0647601713728,0.07644591838412801,0.07644591838412801,0.07240939875563199,0.07936040497796801,0.075922265056192
