ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.010152966049792,0.057189360636591996,0.023045258485168,0.023045258485168,0.003665326743808,0.040639964137648005,0.010069635921711999,0.0068575391692000005
