ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.029542735825071997,0.06883281524651201,0.06629981004779201,0.074749601346352,0.06579869008480001,0.064532405598208,0.0743241384448,0.0743241384448,0.074356338308272,0.0743241384448,0.071915326268848
