ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.7142857142857143,0.7083333333333333,1.0,0.125,0.19999999999999996,0.7333333333333334,1.0,1.0,1.0,0.7142857142857143
