l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,13.0,9.0,15.0,22.0,22.0
9.0,19.0,10.0,20.0,22.0,22.0
9.0,0.0,10.0,1.0,22.0,22.0
