ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.020272427450368,0.024803396500911998,0.012928363314352,0.019395659396031998,0.004889317196032,0.006833050667007999,0.006398519355952001,0.004860554887168,0.008709745573168,0.006611932469248001,0.012153467690800002,0.013457063219200002,0.004961880708352,0.004863993473968,0.004950930648111999,0.008643213967408,0.0036780076561120003,0.0038829590429919998
