l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,15.0,9.0,20.0,27.0,27.0
7.0,18.0,8.0,20.0,27.0,27.0
8.0,12.0,9.0,13.0,27.0,27.0
