ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.015981989198271998,0.0052309582252,0.0038014904250879998,0.005905968001072,0.005905968001072,0.006129537522352,0.005459813988352,0.0052921298032,0.010805197815232,0.020679582244912,0.011145776422192,0.007480049584048,0.0037507189534720002,0.003801800078512,0.003596689465792
