ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.0471153536368,0.07170421242803199,0.077257009410352,0.07374943440260799,0.070339355588608,0.06271163691524799,0.06869229915140801,0.06869229915140801,0.07170421242803199,0.075096666302128,0.075096666302128,0.077516758799152,0.077257009410352
