ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.115852735997872,0.081184526366128,0.1146475026988,0.095459872918192,0.1058277870448,0.11250832838444802,0.1016250929152,0.113993006615728,0.114648574944688,0.11017931896211201,0.107925234782128,0.11647531169080001,0.11616172528580798,0.11678163696260802,0.1167935072812,0.1165642682992,0.115274282633008,0.11660578943300799,0.11586941630080001,0.11450331711923199,0.10963292692479999,0.116292620105152
