l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,15.0,2.0,19.0,10.0,10.0
2.0,17.0,3.0,19.0,10.0,10.0
3.0,17.0,5.0,18.0,10.0,10.0
3.0,17.0,5.0,18.0,10.0,10.0
