l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,10.0,9.0,13.0,5.0,5.0
2.0,11.0,3.0,12.0,5.0,5.0
3.0,11.0,8.0,13.0,5.0,5.0
3.0,11.0,8.0,13.0,5.0,5.0
