ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.085991124181552,0.07547139323972801,0.016472553906112,0.012649982707888,0.003758147473408,0.008864265979312,0.003796536087808,0.003796536087808,0.0048833765548,0.004924967593408,0.004924967593408
