ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.081930678635968,0.079494158123008,0.0790693352908,0.076656810176512,0.07659324194027199,0.06568967668940799,0.076029822578608,0.070331090172352,0.075670691835328,0.0819489387328,0.07565239675499201,0.076506155487232,0.076506155487232,0.08196335548,0.080033192523952,0.080033192523952,0.081849964737472,0.07982145043,0.08172509844371201,0.081776958889408
