l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0
4.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0
1.0,6.0,3.0,7.0,0.0,0.0,2.0,0.0
6.0,0.0,7.0,4.0,0.0,0.0,3.0,0.0
1.0,16.0,2.0,17.0,0.0,0.0,4.0,0.0
3.0,18.0,5.0,20.0,0.0,0.0,5.0,0.0
5.0,19.0,7.0,20.0,0.0,0.0,6.0,0.0
-0.0,17.0,3.0,20.0,0.0,0.0,7.0,0.0
