ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.08786017571660801,0.0881928202732,0.0882395302912,0.07296431977772799,0.08598380789651201,0.074922606621232,0.080779937080768,0.07284228865720001,0.072146510924848,0.072146510924848,0.085922358777088,0.081397842085888,0.08616970177720001,0.08801883266027201,0.08801883266027201,0.085031915862832,0.08809893215123199,0.0868073754112
