ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.006309211481007999,0.005761888294912,0.005346427475248,0.015053371066672,0.0037021363283680003,0.0123113318128,0.007968355423792,0.011472082952128,0.010120934491072,0.020635739443887996,0.0037494809152000003,0.0036798635212,0.004101949805488
