ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.0736786778092,0.06387055392644801,0.06647597363435201,0.058511953542832,0.0736786778092,0.074986695337408,0.072338095287088,0.072901208771008,0.0701984226508
