ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.07640827738316801,0.0777417710668,0.024474365249199995,0.077189989290928,0.085179717034288,0.0852123023728,0.0852123023728,0.0852123023728,0.084888080919088
