ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.022622534184112,0.023701442952111997,0.033149745774591996,0.011217629822128001,0.009274797150208,0.0076842273868,0.011308989018112,0.049100720646832,0.049100720646832,0.006568774346752,0.0073886357655519996,0.0060391734016480006,0.003964177315888
