ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.05889017977720001,0.072810282784192,0.073977667214128,0.065087413792432,0.082643746895872,0.07785955505075201,0.083006781894448,0.08303187012395201,0.0738928708108,0.0738928708108,0.083029457692672,0.082808570594752,0.08297011868459199
