ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.119232491597872,0.1328043330412,0.134842015609792,0.138125929083568,0.14262167363588799,0.1403470615552,0.1403470615552,0.1333750454188,0.14427080565380798,0.14427080565380798,0.128293227354112,0.140034968363968,0.143860775815168,0.141743058830512,0.141743058830512,0.143320542267328,0.143795094651952,0.1413535874668,0.140734940108848,0.14423414721683198,0.141888778011952,0.12554274429880002
