ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.037807719641008,0.023288381939248,0.008751750407728,0.013307844929200001,0.0194503437808,0.007599057217072,0.0051619835787999994,0.0038371062323679997
