ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.036858577907248,0.021351252078592,0.017556164863792,0.005726920241967999,0.004921527153328,0.0147653619712,0.004996615043248,0.005424938003248,0.019300712794287998,0.014231368753072,0.007906405193727999,0.009716353957312001,0.0037296741829120003,0.0037107991852,0.006459681015807999,0.012266445338800001,0.003727508036272,0.012486706021168,0.008531549215792,0.003699042615088
