ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.05387125372,0.041318233900288,0.058722824287168,0.068861110864048,0.057359022999999995,0.0670818020848,0.068969760369712,0.070689514973632
