ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.12111312001119999,0.14014895084339202,0.155435130757168,0.149931750982912,0.160466726905648,0.171183705338032,0.166688767064752,0.13935867955244802,0.16602706272299197,0.16125700360811202,0.161255183800768,0.16621295053235202,0.166770475491328,0.165457011351472,0.169322758793152,0.168037369988272,0.17152453480652802,0.171638823712768,0.16895582799999997
