ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.30952380952380953,0.5714285714285714,0.2142857142857143,0.19999999999999996,0.8333333333333334,1.0,1.0,1.0,0.75,1.0,1.0
