ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.0677714010352,0.05386057675,0.06436934047052799,0.0733414621552,0.044607258529072,0.071526499452592,0.0713438425708,0.0702007173232,0.0733647038272,0.0733647038272,0.06956363006079999
