ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.066897039030208,0.009505456520128,0.010446538434352,0.010489142833072,0.0188922225292,0.018053433898432,0.018053433898432,0.0071144995770880005
