ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.018043019821312,0.027228730163199995,0.005197719766192,0.0320548126732,0.013320915646912,0.010210185900591999,0.008763385097392,0.008763385097392,0.012522009516208,0.013459076320192002,0.016359347675392,0.016359347675392,0.004899948595648,0.005044196447152,0.009853566620847999,0.0059782333552,0.0036600692305120003
