ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.026399303934207998,0.076455800063152,0.076508979448768,0.085704958610368,0.08095989116204799,0.0818216245708,0.081920588065072,0.082965777319168,0.085491625265152,0.085491625265152,0.085704958610368,0.08391723879083202,0.081982098413872,0.08377689445547201
