ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.074222899018288,0.064501038029248,0.0862966304908,0.078900169114672,0.053563973156800004,0.08146115066291199,0.084887595118528,0.0810183067648,0.084854076966448,0.085014418380208,0.08626245163000001,0.08337851951300801,0.0862966304908,0.086606386132912
