ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.061479832778799995,0.003703992597808,0.0095662801132,0.011717450195200001,0.013963664272048,0.012373201192192,0.029008236986368,0.024281127429568,0.003711417986608,0.003711417986608,0.007359244945071999,0.005084906906032,0.004957500557248,0.0064384450828000005,0.008087531492608,0.009316997983168,0.0036922367500000003,0.003716059107328,0.006115314706432,0.0037046113612
