ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.06789955931468801,0.081680928975808,0.08144004613120001,0.07925525915027201,0.07676137884716801,0.0760307621452,0.063458023644592,0.057332979275199994,0.081669407708608,0.081669407708608,0.077993013648832,0.07955986970003201,0.079753767059248,0.07752195645280001,0.075091985714608,0.07331682834116801,0.08169917200000001,0.081662207169328,0.07985291482859201,0.0816799688512
