batch;Internet;Wireless;BT_Int;BT_Wir
0;0.14648237493545602;0.38976117470136;131;131
1;0.15491159020334402;0.40293485087747205;132;132
2;0.170868894813344;0.419636253390256;144;144
3;0.19767511409180802;0.407909434086896;144;144
4;0.22135732697423996;0.40091216835918403;144;144
5;0.24807277117724807;0.463163863866736;168;168
