batch;Internet;Wireless;BT_Int;BT_Wir
75;0.333958712623728;0.333958712623728;123;123
76;0.3183493389774561;0.3183493389774561;144;144
76;0.390646177677616;0.390646177677616;145;145
77;0.34576080475296;0.34576080475296;143;143
77;0.43090963100375995;0.43090963100375995;161;161
78;0.358602714152944;0.358602714152944;152;152
78;0.42080853749316793;0.42080853749316793;165;165
79;0.34586073426953606;0.34586073426953606;143;143
79;0.392444080736064;0.392444080736064;159;159
80;0.351530838121392;0.351530838121392;147;147
80;0.383702998270896;0.383702998270896;159;159
81;0.352794325995344;0.352794325995344;145;145
81;0.32567916832108806;0.32567916832108806;138;138
82;0.321272007846912;0.321272007846912;144;144
82;0.361775302282064;0.361775302282064;161;161
83;0.335131982528544;0.335131982528544;144;144
83;0.39459318590878406;0.39459318590878406;177;177
84;0.337273430438768;0.337273430438768;144;144
84;0.30103345813726395;0.30103345813726395;133;133
85;0.339522719939888;0.339522719939888;145;145
85;0.301520938059072;0.301520938059072;134;134
86;0.352312954018688;0.352312954018688;144;144
86;0.25902945550854395;0.25902945550854395;117;117
87;0.361266817187808;0.361266817187808;146;146
87;0.27737978067532804;0.27737978067532804;129;129
88;0.3539017739702881;0.3539017739702881;146;146
88;0.223600985715504;0.223600985715504;96;96
89;0.34528597865368;0.34528597865368;145;145
89;0.281462397364096;0.281462397364096;127;127
90;0.356470143517296;0.356470143517296;147;147
90;0.310616789652784;0.310616789652784;137;137
91;0.353257893881136;0.353257893881136;146;146
91;0.292810970074176;0.292810970074176;135;135
92;0.37065876729478403;0.37065876729478403;147;147
92;0.316383442277952;0.316383442277952;138;138
93;0.353463173485344;0.353463173485344;145;145
93;0.33919174984409606;0.33919174984409606;143;143
94;0.34284062402408;0.34284062402408;145;145
94;0.36765173226604797;0.36765173226604797;148;148
95;0.326763896739216;0.326763896739216;136;136
95;0.415255780738544;0.415255780738544;150;150
96;0.336835430344784;0.336835430344784;141;141
96;0.36265735756974404;0.36265735756974404;143;143
97;0.35289336980691205;0.35289336980691205;143;143
97;0.35436750058643196;0.35436750058643196;143;143
98;0.377072405459392;0.377072405459392;143;143
98;0.35583713623155194;0.35583713623155194;144;144
99;0.345791830137968;0.345791830137968;142;142
99;0.356986142442128;0.356986142442128;144;144
100;0.357865358153872;0.357865358153872;143;143
100;0.33901842104296;0.33901842104296;144;144
101;0.359868494143552;0.359868494143552;144;144
101;0.339689711925904;0.339689711925904;142;142
102;0.3601918354907201;0.3601918354907201;144;144
102;0.31660341712048;0.31660341712048;132;132
103;0.356655373634832;0.356655373634832;143;143
103;0.340007997462288;0.340007997462288;139;139
104;0.33576661699742405;0.33576661699742405;140;140
104;0.31716768033556797;0.31716768033556797;136;136
105;0.3316979493148321;0.3316979493148321;142;142
105;0.301108712718352;0.301108712718352;124;124
106;0.34008836194915204;0.34008836194915204;140;140
106;0.30963745170244794;0.30963745170244794;127;127
107;0.36043367349956806;0.36043367349956806;140;140
107;0.292798576626896;0.292798576626896;124;124
108;0.329797574351248;0.329797574351248;136;136
108;0.30504722148112;0.30504722148112;130;130
109;0.32690295148201604;0.32690295148201604;136;136
109;0.325177493358064;0.325177493358064;136;136
110;0.308139847441456;0.308139847441456;127;127
110;0.33651151571812804;0.33651151571812804;143;143
111;0.308118650741824;0.308118650741824;127;127
111;0.34626734802963205;0.34626734802963205;145;145
112;0.284563244800608;0.284563244800608;122;122
112;0.301574863765856;0.301574863765856;133;133
113;0.30805946943099205;0.30805946943099205;125;125
113;0.331383147157248;0.331383147157248;138;138
114;0.30811259275337605;0.30811259275337605;125;125
114;0.349471135970896;0.349471135970896;134;134
115;0.308616692490528;0.308616692490528;126;126
115;0.33393170531918404;0.33393170531918404;132;132
116;0.32749382864472004;0.32749382864472004;126;126
116;0.33938712003967997;0.33938712003967997;129;129
117;0.348159550922992;0.348159550922992;131;131
117;0.338468255123856;0.338468255123856;132;132
118;0.334673474253056;0.334673474253056;132;132
118;0.331423659025744;0.331423659025744;132;132
119;0.321662559985568;0.321662559985568;132;132
119;0.33903128954455997;0.33903128954455997;137;137
120;0.326508047007664;0.326508047007664;135;135
121;0.331386446089296;0.331386446089296;135;135
122;0.349946149727696;0.349946149727696;147;147
123;0.328630087455984;0.328630087455984;142;142
124;0.3656941805476959;0.3656941805476959;145;145
125;0.382553646155136;0.382553646155136;149;149
126;0.332922386151504;0.332922386151504;126;126
127;0.329421098416976;0.329421098416976;130;130
128;0.318947522416928;0.318947522416928;127;127
129;0.37328935685712;0.37328935685712;144;144
130;0.33887571667239996;0.33887571667239996;133;133
131;0.34247785042983997;0.34247785042983997;133;133
132;0.388647967494512;0.388647967494512;140;140
133;0.4096242850805919;0.4096242850805919;151;151
134;0.4142674732536801;0.4142674732536801;155;155
135;0.41087909138750406;0.41087909138750406;150;150
136;0.42871165261899197;0.42871165261899197;155;155
137;0.403833936164656;0.403833936164656;153;153
138;0.421287087956592;0.421287087956592;149;149
139;0.450855262730704;0.450855262730704;151;151
140;0.455547283347056;0.455547283347056;140;140
141;0.477636722846432;0.477636722846432;131;131
142;0.4840330999578719;0.4840330999578719;133;133
143;0.43830879780030396;0.43830879780030396;133;133
144;0.37110755937984;0.37110755937984;136;136
145;0.319979035007248;0.319979035007248;137;137
146;0.327467256644832;0.327467256644832;139;139
147;0.35945992547912;0.35945992547912;138;138
148;0.377542743483568;0.377542743483568;141;141
149;0.366457107480224;0.366457107480224;144;144
150;0.342178590394832;0.342178590394832;141;141
151;0.36732000788728003;0.36732000788728003;148;148
152;0.33587034113814407;0.33587034113814407;152;152
153;0.34221876380054406;0.34221876380054406;154;154
154;0.33141312296174397;0.33141312296174397;143;143
155;0.33374002080779197;0.33374002080779197;141;141
156;0.34166797870844795;0.34166797870844795;139;139
157;0.33776514731222396;0.33776514731222396;137;137
158;0.32695358550327996;0.32695358550327996;135;135
159;0.336989377525408;0.336989377525408;138;138
160;0.328266173830304;0.328266173830304;135;135
161;0.32712570255150397;0.32712570255150397;133;133
162;0.33687931939368;0.33687931939368;134;134
163;0.32983511917889596;0.32983511917889596;132;132
164;0.318515613147328;0.318515613147328;136;136
165;0.33932537317896;0.33932537317896;139;139
166;0.338731167919952;0.338731167919952;139;139
167;0.36248188359539196;0.36248188359539196;140;140
168;0.372864437515552;0.372864437515552;140;140
169;0.34966607652185605;0.34966607652185605;140;140
170;0.341708442229296;0.341708442229296;137;137
171;0.31818928506295996;0.31818928506295996;133;133
172;0.333821533785856;0.333821533785856;138;138
173;0.33074410456096004;0.33074410456096004;138;138
174;0.297072156535216;0.297072156535216;133;133
175;0.32407476211616004;0.32407476211616004;138;138
176;0.350069299112736;0.350069299112736;140;140
177;0.32642678512872;0.32642678512872;134;134
178;0.33510952276398404;0.33510952276398404;140;140
179;0.321821179390944;0.321821179390944;127;127
180;0.335231866038608;0.335231866038608;133;133
181;0.31341864652385604;0.31341864652385604;130;130
182;0.292905279204416;0.292905279204416;122;122
183;0.32750741792332794;0.32750741792332794;132;132
184;0.323603239889904;0.323603239889904;133;133
185;0.31709601071459204;0.31709601071459204;126;126
186;0.33199425787815995;0.33199425787815995;126;126
187;0.31173422864539196;0.31173422864539196;124;124
188;0.304240544647584;0.304240544647584;128;128
189;0.301058899861632;0.301058899861632;128;128
