batch;Internet;Wireless;BT_Int;BT_Wir
170;0.341708442229296;1.025125326687888;137;411
171;0.31818928506295996;0.9545678551888801;133;399
172;0.333821533785856;1.0014646013575683;138;414
173;0.33074410456096004;0.99223231368288;138;414
174;0.297072156535216;0.8912164696056478;133;399
175;0.32407476211616004;0.9722242863484799;138;414
176;0.350069299112736;1.050207897338208;140;420
177;0.32642678512872;0.97928035538616;134;402
178;0.33510952276398404;1.005328568291952;140;420
179;0.321821179390944;0.965463538172832;127;381
180;0.335231866038608;1.005695598115824;133;399
181;0.31341864652385604;0.9402559395715681;130;390
182;0.203330494386064;0.6099914831581921;86;258
183;0.32750741792332794;0.9825222537699841;132;396
184;0.323603239889904;0.9708097196697121;133;399
185;0.31709601071459204;0.9512880321437761;126;378
186;0.33199425787815995;0.99598277363448;126;378
187;0.31173422864539196;0.9352026859361762;124;372
188;0.304240544647584;0.912721633942752;128;384
189;0.301058899861632;0.9031766995848959;128;384
