l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,0.0,3.0,9.0,0.0,0.0,0.0,23.0
3.0,1.0,6.0,8.0,0.0,0.0,1.0,25.0
6.0,2.0,7.0,8.0,0.0,0.0,2.0,25.0
6.0,1.0,8.0,2.0,2.0,2.0,9.0,10.0
7.0,5.0,8.0,6.0,10.0,10.0,21.0,15.0
2.0,7.0,3.0,9.0,15.0,15.0,26.0,9.0
3.0,0.0,6.0,1.0,16.0,16.0,27.0,2.0
