ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.04805761149880001,0.038729110757632,0.067429074153472,0.074337671219632,0.072669783948208,0.074337671219632,0.0743521380928,0.07202857976108801
