ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.057700483055872,0.079936838291248,0.08201382021880001,0.083844637821232,0.0606698248768,0.08147410199915199,0.083366925151408,0.080101902213808,0.08201814621107201,0.08394773699507199,0.071086231785472,0.083922563627008,0.08387173990916799
