ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.2222222222222222,0.16666666666666663,0.1428571428571429,0.2222222222222222,0.36363636363636365,0.41666666666666663,0.5714285714285714,1.0,1.0,1.0
