ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.080970902955952,0.079150631008192,0.07871971929899199,0.074161335489712,0.07359630877484799,0.05639185857284801,0.07913636677427201,0.076440271881472,0.062562739668928,0.08096803027,0.08096803027,0.080988139724848,0.078958129460272,0.078958129460272,0.08067565794227201,0.080770846898608,0.0790455693868,0.080977127215552
