ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.063588310634032,0.06914744833120001,0.0725617975408,0.075214177349632,0.08198882696708801,0.062623175814592,0.082285050959152,0.082320658366768,0.0842412758128,0.084205414131712
