ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.059761330366912,0.0096297379648,0.037039386907312004,0.016032950009008,0.028270559696127996,0.007245903265791999,0.004843050975232,0.007196131218688,0.007196131218688
