l_l_m,l_l_n,u_r_m,u_r_n,n,u
3.0,16.0,6.0,17.0,1.0,1.0
6.0,16.0,8.0,18.0,1.0,1.0
6.0,16.0,8.0,18.0,1.0,1.0
7.0,0.0,8.0,2.0,1.0,1.0
