ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
1.0,0.7142857142857143,0.75,0.30000000000000004,0.4666666666666667,1.0,1.0,1.0,0.4,0.8571428571428572,1.0,1.0,1.0
