ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.062104213265200006,0.04601396605508801,0.011136550520752,0.011185323672111998,0.003718843873072,0.028895130494512,0.0037061582847999998,0.006107413898032,0.0037185344512,0.003701826953152,0.006107413898032,0.0036829566988,0.009399494053888,0.008648703051712
