ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.014482371450112,0.065733816513472,0.0749993278732,0.075590015722432,0.075590015722432,0.07560174031403201,0.07560174031403201,0.06898300252,0.0749993278732,0.075590015722432,0.07560174031403201
